InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,MajorCategory,MinorCategory,OrderValue
10669,S123,Wardrobe,2,2024-04-19,12251,228,USA,Furniture,Bedroom,24502
10670,S205,DiningTable,2,2024-02-20,11138,197,India,Furniture,Dining,22276
10671,S185,Laptop,4,2024-04-07,34539,206,UK,Electronics,Computers,138156
10672,S353,Chair,4,2024-01-30,20474,855,UK,Furniture,Office,81896
10673,S129,Mouse,5,2024-01-22,55153,135,UK,Electronics,Accessories,275765
10674,S555,Refrigerator,5,2024-03-11,18052,238,Canada,Electronics,Appliances,90260
10675,S646,Sandals,5,2024-03-22,42129,417,UK,Clothing,Footwear,210645
10676,S522,Mouse,4,2024-02-16,20376,366,USA,Electronics,Accessories,81504
10677,S968,Laptop,5,2024-04-07,53636,239,UK,Electronics,Computers,268180
10678,S406,Microwave,4,2024-03-02,49710,109,Germany,Electronics,Appliances,198840
10679,S521,Mouse,5,2024-01-25,24687,674,Germany,Electronics,Accessories,123435
10680,S325,Mouse,4,2024-02-18,54491,369,India,Electronics,Accessories,217964
10681,S801,Headphones,5,2024-03-29,53125,378,UK,Electronics,Accessories,265625
10682,S286,DiningChair,2,2024-01-09,56133,239,UK,Furniture,Dining,112266
10683,S603,Sandals,3,2024-03-20,46106,292,UK,Clothing,Footwear,138318
10684,S204,Jeans,5,2024-01-24,1650,388,UK,Clothing,Bottoms,8250
10685,S115,Shoes,2,2024-01-20,6111,605,USA,Clothing,Footwear,12222
10686,S813,Refrigerator,4,2024-02-29,24539,910,India,Electronics,Appliances,98156
10687,S501,Laptop,1,2024-04-09,17665,173,Canada,Electronics,Computers,17665
10688,S948,Mouse,3,2024-02-18,53759,112,India,Electronics,Accessories,161277
10689,S134,Desk,4,2024-04-04,16398,303,Germany,Furniture,Office,65592
10690,S419,Sofa,4,2024-03-28,25701,430,USA,Furniture,LivingRoom,102804
10691,S405,Sofa,3,2024-03-22,31737,303,UK,Furniture,LivingRoom,95211
10692,S432,Jeans,2,2024-02-25,41678,115,USA,Clothing,Bottoms,83356
10693,S695,Desktop,2,2024-01-06,785,902,Germany,Electronics,Computers,1570
10694,S611,Desk,1,2024-01-21,16500,193,Canada,Furniture,Office,16500
10695,S818,Laptop,3,2024-01-20,42442,649,India,Electronics,Computers,127326
10696,S760,Shoes,3,2024-04-10,36792,874,UK,Clothing,Footwear,110376
10697,S237,Mouse,4,2024-04-02,23672,356,India,Electronics,Accessories,94688
10698,S294,Refrigerator,5,2024-03-03,45881,680,USA,Electronics,Appliances,229405
10699,S951,DiningChair,4,2024-04-21,18243,713,Canada,Furniture,Dining,72972
10700,S939,Hoodie,2,2024-02-07,29650,369,Canada,Clothing,Tops,59300
10701,S289,Microwave,5,2024-04-03,25040,119,Canada,Electronics,Appliances,125200
10702,S938,Keyboard,1,2024-03-09,43341,496,USA,Electronics,Accessories,43341
10703,S519,Bed,5,2024-02-11,18755,756,UK,Furniture,Bedroom,93775
10704,S232,Hoodie,1,2024-04-16,3068,282,India,Clothing,Tops,3068
10705,S684,Shirt,2,2024-01-05,6671,757,Germany,Clothing,Tops,13342
10706,S720,Wardrobe,1,2024-01-29,24209,835,India,Furniture,Bedroom,24209
10707,S754,Trousers,1,2024-04-12,30874,162,UK,Clothing,Bottoms,30874
10708,S372,Wardrobe,1,2024-03-19,54178,641,India,Furniture,Bedroom,54178
10709,S199,CoffeeTable,1,2024-03-07,14349,203,USA,Furniture,LivingRoom,14349
10710,S354,Bed,2,2024-03-25,34684,683,USA,Furniture,Bedroom,69368
10711,S569,Bed,5,2024-03-27,23659,819,Germany,Furniture,Bedroom,118295
10712,S445,Jeans,5,2024-03-05,26516,773,USA,Clothing,Bottoms,132580
10713,S965,Wardrobe,3,2024-02-11,36250,480,Germany,Furniture,Bedroom,108750
10714,S658,Wardrobe,5,2024-03-13,15975,319,Germany,Furniture,Bedroom,79875
10715,S100,DiningChair,4,2024-02-20,29527,843,India,Furniture,Dining,118108
10716,S327,Laptop,3,2024-02-08,630,319,UK,Electronics,Computers,1890
10717,S464,Jacket,1,2024-02-28,2673,259,USA,Clothing,Outerwear,2673
10718,S407,TV,2,2024-04-13,16993,194,Canada,Electronics,Entertainment,33986
10719,S911,Headphones,1,2024-02-11,47620,594,USA,Electronics,Accessories,47620
10720,S690,Desktop,1,2024-04-13,48093,490,India,Electronics,Computers,48093
10721,S988,Coat,4,2024-04-29,27497,223,USA,Clothing,Outerwear,109988
10722,S142,CoffeeTable,1,2024-03-08,20174,426,Canada,Furniture,LivingRoom,20174
10723,S256,Desk,5,2024-01-29,45928,151,Germany,Furniture,Office,229640
10724,S503,Laptop,4,2024-04-10,19191,251,USA,Electronics,Computers,76764
10725,S661,Desktop,5,2024-01-07,49044,508,UK,Electronics,Computers,245220
10726,S592,Sandals,2,2024-01-18,50140,672,USA,Clothing,Footwear,100280
10727,S636,Microwave,5,2024-04-04,40569,352,USA,Electronics,Appliances,202845
10728,S689,Coat,3,2024-04-28,45074,191,India,Clothing,Outerwear,135222
10729,S428,Wardrobe,3,2024-01-25,23026,452,Canada,Furniture,Bedroom,69078
10730,S941,CoffeeTable,2,2024-03-19,23119,922,Germany,Furniture,LivingRoom,46238
10731,S304,Desk,1,2024-01-30,53819,801,UK,Furniture,Office,53819
10732,S251,T-shirt,1,2024-03-20,16128,989,UK,Clothing,Tops,16128
10733,S123,Jacket,3,2024-03-01,29695,439,USA,Clothing,Outerwear,89085
10734,S364,Chair,5,2024-04-06,34492,661,Germany,Furniture,Office,172460
10735,S779,Chair,4,2024-04-25,38407,639,India,Furniture,Office,153628
10736,S813,Mouse,3,2024-04-11,13352,732,UK,Electronics,Accessories,40056
10737,S377,Shoes,1,2024-03-25,25670,778,UK,Clothing,Footwear,25670
10738,S620,Shirt,4,2024-02-18,15349,826,India,Clothing,Tops,61396
10739,S568,Microwave,2,2024-03-05,13233,674,India,Electronics,Appliances,26466
10740,S862,Trousers,3,2024-02-20,32308,260,India,Clothing,Bottoms,96924
10741,S382,Speaker,3,2024-03-05,15679,931,India,Electronics,Entertainment,47037
10742,S330,DiningChair,1,2024-02-05,36568,255,UK,Furniture,Dining,36568
10743,S727,Mouse,4,2024-03-27,34325,993,USA,Electronics,Accessories,137300
10744,S719,Headphones,2,2024-02-09,28148,437,Germany,Electronics,Accessories,56296
10745,S800,Chair,2,2024-03-10,38278,919,USA,Furniture,Office,76556
10746,S248,Jacket,4,2024-04-08,59772,771,Canada,Clothing,Outerwear,239088
10747,S221,Jacket,5,2024-04-02,35128,288,UK,Clothing,Outerwear,175640
10748,S553,Shirt,4,2024-02-08,27151,863,UK,Clothing,Tops,108604
10749,S880,Jeans,2,2024-01-04,12307,726,Canada,Clothing,Bottoms,24614
10750,S126,Headphones,2,2024-03-28,15333,467,India,Electronics,Accessories,30666
10751,S580,Bed,5,2024-03-18,55652,829,UK,Furniture,Bedroom,278260
10752,S297,Sandals,4,2024-01-21,9212,331,India,Clothing,Footwear,36848
10753,S787,Desktop,4,2024-04-05,14785,307,USA,Electronics,Computers,59140
10754,S432,Trousers,5,2024-03-29,32308,987,Germany,Clothing,Bottoms,161540
10755,S944,Sandals,1,2024-04-04,40041,489,UK,Clothing,Footwear,40041
10756,S998,Laptop,4,2024-04-15,30143,143,USA,Electronics,Computers,120572
10757,S883,Bed,5,2024-03-07,25588,745,India,Furniture,Bedroom,127940
10758,S892,Coat,4,2024-02-08,58159,947,UK,Clothing,Outerwear,232636
10759,S155,Keyboard,3,2024-04-27,40382,806,Canada,Electronics,Accessories,121146
10760,S215,Sandals,1,2024-03-05,47559,284,Canada,Clothing,Footwear,47559
10761,S125,Desk,4,2024-02-27,21398,283,Germany,Furniture,Office,85592
10762,S808,Desk,1,2024-02-11,16589,764,USA,Furniture,Office,16589
10763,S749,Sofa,1,2024-02-27,46483,471,India,Furniture,LivingRoom,46483
10764,S144,Bed,4,2024-02-18,36267,886,USA,Furniture,Bedroom,145068
10765,S829,Mouse,2,2024-04-08,11922,152,Germany,Electronics,Accessories,23844
10766,S220,Speaker,3,2024-01-24,41255,234,USA,Electronics,Entertainment,123765
10767,S610,Jacket,4,2024-04-19,32812,656,India,Clothing,Outerwear,131248
10768,S587,Bed,2,2024-03-25,38791,564,Germany,Furniture,Bedroom,77582
10769,S384,Laptop,2,2024-03-11,58013,734,Canada,Electronics,Computers,116026
10770,S457,T-shirt,2,2024-03-24,3808,137,USA,Clothing,Tops,7616
10771,S526,Coat,1,2024-01-14,3413,282,USA,Clothing,Outerwear,3413
10772,S468,DiningTable,4,2024-03-15,49308,136,India,Furniture,Dining,197232
10773,S876,Speaker,4,2024-01-09,53956,537,Canada,Electronics,Entertainment,215824
10774,S980,Coat,2,2024-03-29,8196,381,UK,Clothing,Outerwear,16392
10775,S211,Bed,2,2024-01-08,40311,685,Canada,Furniture,Bedroom,80622
10776,S424,Sandals,4,2024-04-18,40101,365,Canada,Clothing,Footwear,160404
10777,S632,DiningTable,5,2024-03-04,37072,846,Germany,Furniture,Dining,185360
10778,S298,Headphones,2,2024-02-07,46637,101,India,Electronics,Accessories,93274
10779,S524,Shoes,2,2024-03-19,52600,523,India,Clothing,Footwear,105200
10780,S806,TV,1,2024-01-26,42183,388,UK,Electronics,Entertainment,42183
10781,S885,Coat,5,2024-02-11,36244,106,India,Clothing,Outerwear,181220
10782,S730,DiningChair,4,2024-03-13,47674,129,USA,Furniture,Dining,190696
10783,S136,Coat,4,2024-04-12,31296,761,USA,Clothing,Outerwear,125184
10784,S649,Headphones,4,2024-04-20,58661,443,Germany,Electronics,Accessories,234644
10785,S423,Desktop,5,2024-03-27,47711,668,Canada,Electronics,Computers,238555
10786,S387,Trousers,3,2024-01-20,4539,960,India,Clothing,Bottoms,13617
10787,S291,Microwave,5,2024-02-19,39894,709,India,Electronics,Appliances,199470
10788,S608,TV,3,2024-01-12,27323,998,USA,Electronics,Entertainment,81969
10789,S279,Refrigerator,2,2024-02-08,34612,214,UK,Electronics,Appliances,69224
10790,S918,Jeans,4,2024-01-04,33360,594,Canada,Clothing,Bottoms,133440
10791,S636,Trousers,4,2024-04-21,48201,417,UK,Clothing,Bottoms,192804
10792,S137,Hoodie,2,2024-04-02,13647,570,Germany,Clothing,Tops,27294
10793,S968,Sofa,3,2024-03-28,3085,708,India,Furniture,LivingRoom,9255
10794,S774,Microwave,1,2024-04-08,34316,863,UK,Electronics,Appliances,34316
10795,S393,Jacket,3,2024-01-25,13343,383,Canada,Clothing,Outerwear,40029
10796,S380,Microwave,3,2024-01-21,9985,217,India,Electronics,Appliances,29955
10797,S426,Sofa,5,2024-03-11,23158,377,USA,Furniture,LivingRoom,115790
10798,S727,DiningTable,2,2024-02-09,4868,446,Canada,Furniture,Dining,9736
10799,S791,Laptop,1,2024-04-25,31050,151,India,Electronics,Computers,31050
10800,S821,Laptop,4,2024-01-23,25884,710,Canada,Electronics,Computers,103536
10801,S302,Wardrobe,3,2024-04-14,21979,830,Canada,Furniture,Bedroom,65937
10802,S815,Shoes,1,2024-04-12,53471,579,India,Clothing,Footwear,53471
10803,S247,Speaker,4,2024-01-29,15384,981,Canada,Electronics,Entertainment,61536
10804,S781,Speaker,2,2024-04-27,46049,438,UK,Electronics,Entertainment,92098
10805,S459,Microwave,1,2024-01-15,31351,590,Germany,Electronics,Appliances,31351
10806,S620,Coat,5,2024-01-17,37862,205,Germany,Clothing,Outerwear,189310
10807,S911,CoffeeTable,5,2024-01-10,42762,409,Canada,Furniture,LivingRoom,213810
10808,S661,Refrigerator,2,2024-02-01,40889,262,Germany,Electronics,Appliances,81778
10809,S705,Desktop,2,2024-03-29,53540,541,Germany,Electronics,Computers,107080
10810,S179,DiningTable,2,2024-03-26,43624,857,Canada,Furniture,Dining,87248
10811,S941,Desktop,3,2024-01-13,36578,555,USA,Electronics,Computers,109734
10812,S933,Microwave,5,2024-03-28,7326,710,Germany,Electronics,Appliances,36630
10813,S242,Microwave,1,2024-04-14,14461,694,India,Electronics,Appliances,14461
10814,S730,Trousers,5,2024-02-19,19303,691,Germany,Clothing,Bottoms,96515
10815,S795,Trousers,3,2024-04-11,37573,411,Germany,Clothing,Bottoms,112719
10816,S622,DiningTable,5,2024-03-19,732,513,USA,Furniture,Dining,3660
10817,S820,Desktop,5,2024-01-01,3681,673,UK,Electronics,Computers,18405
10818,S704,Jacket,2,2024-03-30,28492,503,UK,Clothing,Outerwear,56984
10819,S316,Wardrobe,4,2024-03-10,28720,778,USA,Furniture,Bedroom,114880
10820,S468,Mouse,5,2024-04-17,25404,960,Germany,Electronics,Accessories,127020
10821,S763,Jacket,2,2024-01-10,960,116,USA,Clothing,Outerwear,1920
10822,S757,Wardrobe,2,2024-01-18,5748,925,Germany,Furniture,Bedroom,11496
10823,S665,Microwave,4,2024-02-24,33585,939,Germany,Electronics,Appliances,134340
10824,S107,TV,2,2024-03-18,28037,691,Germany,Electronics,Entertainment,56074
10825,S475,Desk,4,2024-03-14,35993,134,India,Furniture,Office,143972
10826,S807,Wardrobe,1,2024-03-02,38228,181,USA,Furniture,Bedroom,38228
10827,S724,DiningChair,5,2024-03-07,5327,190,USA,Furniture,Dining,26635
10828,S451,Desktop,5,2024-04-25,3658,647,India,Electronics,Computers,18290
10829,S531,Refrigerator,5,2024-02-12,48291,461,UK,Electronics,Appliances,241455
10830,S844,Mouse,5,2024-02-08,49314,903,Canada,Electronics,Accessories,246570
10831,S152,Desktop,5,2024-03-14,11280,772,UK,Electronics,Computers,56400
10832,S617,CoffeeTable,4,2024-01-17,5607,178,UK,Furniture,LivingRoom,22428
10833,S363,Headphones,3,2024-04-19,18236,114,India,Electronics,Accessories,54708
10834,S279,Chair,4,2024-04-13,24433,367,USA,Furniture,Office,97732
10835,S248,Headphones,1,2024-01-11,22668,709,USA,Electronics,Accessories,22668
10836,S843,Refrigerator,2,2024-02-26,43497,752,USA,Electronics,Appliances,86994
10837,S218,Jacket,3,2024-04-14,49711,153,USA,Clothing,Outerwear,149133
10838,S870,Refrigerator,3,2024-04-05,31412,645,USA,Electronics,Appliances,94236
10839,S991,Refrigerator,3,2024-03-08,9712,545,India,Electronics,Appliances,29136
10840,S142,Refrigerator,3,2024-03-28,34950,199,Canada,Electronics,Appliances,104850
10841,S379,DiningChair,5,2024-04-19,42933,443,UK,Furniture,Dining,214665
10842,S891,Desktop,5,2024-02-29,25834,791,USA,Electronics,Computers,129170
10843,S110,Desk,2,2024-03-11,20730,788,India,Furniture,Office,41460
10844,S801,Shirt,1,2024-01-14,34623,556,UK,Clothing,Tops,34623
10845,S734,Coat,2,2024-01-04,2430,194,India,Clothing,Outerwear,4860
10846,S719,Chair,1,2024-04-19,5861,233,Germany,Furniture,Office,5861
10847,S578,Chair,2,2024-02-07,16802,776,India,Furniture,Office,33604
10848,S783,Wardrobe,4,2024-04-25,45565,888,UK,Furniture,Bedroom,182260
10849,S491,Mouse,3,2024-01-08,51128,497,UK,Electronics,Accessories,153384
10850,S603,Coat,2,2024-01-09,29073,305,Canada,Clothing,Outerwear,58146
10851,S653,Headphones,4,2024-01-19,7306,887,Germany,Electronics,Accessories,29224
10852,S174,Shirt,3,2024-01-05,6969,172,Canada,Clothing,Tops,20907
10853,S252,DiningChair,1,2024-03-04,58953,768,India,Furniture,Dining,58953
10854,S500,Sandals,2,2024-02-12,46078,688,India,Clothing,Footwear,92156
10855,S845,Wardrobe,4,2024-04-18,26670,899,India,Furniture,Bedroom,106680
10856,S898,Chair,4,2024-04-14,45371,593,India,Furniture,Office,181484
10857,S747,DiningChair,3,2024-01-08,26454,762,India,Furniture,Dining,79362
10858,S396,TV,4,2024-04-08,50037,763,USA,Electronics,Entertainment,200148
10859,S499,Shirt,2,2024-03-30,19786,209,UK,Clothing,Tops,39572
10860,S297,Desktop,2,2024-01-05,9371,125,Canada,Electronics,Computers,18742
10861,S758,Sandals,1,2024-03-10,52152,415,Germany,Clothing,Footwear,52152
10862,S445,Bed,1,2024-01-08,22435,906,India,Furniture,Bedroom,22435
10863,S794,Laptop,5,2024-04-30,30239,991,Canada,Electronics,Computers,151195
10864,S600,Jeans,1,2024-01-19,48399,769,India,Clothing,Bottoms,48399
10865,S747,Laptop,2,2024-01-23,1141,151,UK,Electronics,Computers,2282
10866,S937,Shoes,5,2024-04-14,4391,208,India,Clothing,Footwear,21955
10867,S930,Mouse,2,2024-02-13,28132,955,Germany,Electronics,Accessories,56264
10868,S318,Laptop,3,2024-04-11,55016,882,India,Electronics,Computers,165048
10869,S244,Desk,1,2024-02-05,8113,875,Germany,Furniture,Office,8113
10870,S695,Jacket,4,2024-04-28,16167,141,USA,Clothing,Outerwear,64668
10871,S182,Shoes,1,2024-03-03,57847,106,India,Clothing,Footwear,57847
10872,S526,Hoodie,5,2024-02-06,58324,810,Germany,Clothing,Tops,291620
10873,S635,Chair,2,2024-02-04,42131,561,Germany,Furniture,Office,84262
10874,S611,Jeans,5,2024-04-01,11996,726,India,Clothing,Bottoms,59980
10875,S341,DiningChair,4,2024-03-12,499,296,India,Furniture,Dining,1996
10876,S575,CoffeeTable,5,2024-01-29,33462,888,USA,Furniture,LivingRoom,167310
10877,S801,Laptop,1,2024-01-20,52406,964,Germany,Electronics,Computers,52406
10878,S472,Mouse,1,2024-03-23,3740,391,USA,Electronics,Accessories,3740
10879,S876,Speaker,5,2024-04-23,52966,564,India,Electronics,Entertainment,264830
10880,S129,Hoodie,2,2024-04-10,10557,596,Canada,Clothing,Tops,21114
10881,S433,T-shirt,4,2024-03-15,39043,529,USA,Clothing,Tops,156172
10882,S200,DiningTable,1,2024-01-30,21573,342,Germany,Furniture,Dining,21573
10883,S596,Shoes,1,2024-03-15,31066,155,Germany,Clothing,Footwear,31066
10884,S239,Trousers,2,2024-02-17,25584,568,USA,Clothing,Bottoms,51168
10885,S132,DiningChair,2,2024-01-17,22212,808,Canada,Furniture,Dining,44424
10886,S569,Jacket,1,2024-02-29,56013,528,USA,Clothing,Outerwear,56013
10887,S913,Keyboard,5,2024-04-11,10475,753,Canada,Electronics,Accessories,52375
10888,S600,Jeans,4,2024-03-07,56362,982,USA,Clothing,Bottoms,225448
10889,S538,Wardrobe,3,2024-04-03,1150,853,USA,Furniture,Bedroom,3450
10890,S705,Coat,5,2024-04-24,14775,252,Canada,Clothing,Outerwear,73875
10891,S887,Shoes,1,2024-04-03,31044,616,India,Clothing,Footwear,31044
10892,S346,Refrigerator,1,2024-03-04,29851,185,Canada,Electronics,Appliances,29851
10893,S344,Shoes,2,2024-02-07,23688,763,India,Clothing,Footwear,47376
10894,S978,Sandals,2,2024-02-28,46291,684,Canada,Clothing,Footwear,92582
10895,S515,Sandals,2,2024-03-31,57491,289,UK,Clothing,Footwear,114982
10896,S807,Bed,1,2024-04-24,25423,440,Canada,Furniture,Bedroom,25423
10897,S655,Coat,3,2024-03-19,45947,689,USA,Clothing,Outerwear,137841
10898,S790,CoffeeTable,1,2024-04-26,33933,472,India,Furniture,LivingRoom,33933
10899,S474,Sandals,4,2024-01-06,40775,475,USA,Clothing,Footwear,163100
10900,S652,Sofa,2,2024-01-31,22149,216,Germany,Furniture,LivingRoom,44298
10901,S373,Chair,3,2024-04-24,23315,615,Germany,Furniture,Office,69945
10902,S597,Laptop,3,2024-02-27,22824,613,Canada,Electronics,Computers,68472
10903,S919,Sandals,4,2024-02-17,40894,789,India,Clothing,Footwear,163576
10904,S283,Shoes,1,2024-04-24,25803,395,India,Clothing,Footwear,25803
10905,S608,Trousers,1,2024-01-19,45883,254,USA,Clothing,Bottoms,45883
10906,S235,CoffeeTable,4,2024-03-10,44921,585,UK,Furniture,LivingRoom,179684
10907,S122,Microwave,3,2024-01-09,12590,992,USA,Electronics,Appliances,37770
10908,S761,DiningChair,5,2024-03-24,22665,905,UK,Furniture,Dining,113325
10909,S908,Refrigerator,3,2024-01-17,37375,413,USA,Electronics,Appliances,112125
10910,S965,Keyboard,3,2024-04-08,19083,148,USA,Electronics,Accessories,57249
10911,S264,Speaker,2,2024-04-28,40742,828,Canada,Electronics,Entertainment,81484
10912,S219,Mouse,2,2024-01-31,10767,142,UK,Electronics,Accessories,21534
10913,S310,Desk,3,2024-01-24,24426,675,India,Furniture,Office,73278
10914,S652,DiningChair,2,2024-02-27,24639,266,Canada,Furniture,Dining,49278
10915,S248,Laptop,4,2024-04-08,32929,569,UK,Electronics,Computers,131716
10916,S762,Hoodie,5,2024-02-12,33453,822,UK,Clothing,Tops,167265
10917,S552,TV,5,2024-04-26,47945,446,India,Electronics,Entertainment,239725
10918,S219,Bed,2,2024-03-11,44633,415,India,Furniture,Bedroom,89266
10919,S156,Keyboard,3,2024-02-11,6260,722,USA,Electronics,Accessories,18780
10920,S651,Desk,2,2024-01-11,1677,969,Germany,Furniture,Office,3354
10921,S717,CoffeeTable,2,2024-02-10,32343,719,Canada,Furniture,LivingRoom,64686
10922,S537,Coat,2,2024-04-19,47121,478,Germany,Clothing,Outerwear,94242
10923,S556,Desktop,3,2024-02-09,23226,995,Canada,Electronics,Computers,69678
10924,S395,Trousers,4,2024-02-26,52870,267,Germany,Clothing,Bottoms,211480
10925,S247,Bed,5,2024-01-12,39386,312,UK,Furniture,Bedroom,196930
10926,S190,TV,5,2024-02-18,49752,106,Germany,Electronics,Entertainment,248760
10927,S827,DiningChair,2,2024-02-29,36625,681,USA,Furniture,Dining,73250
10928,S143,Trousers,3,2024-03-03,36498,942,UK,Clothing,Bottoms,109494
10929,S329,DiningChair,5,2024-02-29,48687,127,India,Furniture,Dining,243435
10930,S781,Coat,4,2024-03-24,8338,394,Germany,Clothing,Outerwear,33352
10931,S383,Shoes,1,2024-04-07,8022,604,India,Clothing,Footwear,8022
10932,S364,DiningChair,5,2024-04-21,28778,743,Germany,Furniture,Dining,143890
10933,S117,CoffeeTable,5,2024-03-14,48235,965,UK,Furniture,LivingRoom,241175
10934,S809,T-shirt,3,2024-04-22,30414,238,UK,Clothing,Tops,91242
10935,S464,Shirt,3,2024-03-22,27693,149,UK,Clothing,Tops,83079
10936,S713,Laptop,2,2024-01-13,50314,870,USA,Electronics,Computers,100628
10937,S814,DiningChair,3,2024-03-28,17990,804,UK,Furniture,Dining,53970
10938,S388,Jacket,1,2024-03-07,9175,481,Germany,Clothing,Outerwear,9175
10939,S615,TV,1,2024-01-20,14478,326,USA,Electronics,Entertainment,14478
10940,S938,CoffeeTable,4,2024-01-15,5206,234,India,Furniture,LivingRoom,20824
10941,S552,Speaker,3,2024-04-14,9310,711,Canada,Electronics,Entertainment,27930
10942,S934,Headphones,3,2024-04-05,2084,221,USA,Electronics,Accessories,6252
10943,S233,Jeans,3,2024-01-27,8414,180,Germany,Clothing,Bottoms,25242
10944,S875,Sofa,1,2024-03-02,50970,541,India,Furniture,LivingRoom,50970
10945,S580,T-shirt,5,2024-01-08,39074,221,UK,Clothing,Tops,195370
10946,S901,Shirt,1,2024-01-13,49650,226,Canada,Clothing,Tops,49650
10947,S249,Jeans,3,2024-01-12,2117,966,UK,Clothing,Bottoms,6351
10948,S899,DiningChair,2,2024-03-05,56242,846,Canada,Furniture,Dining,112484
10949,S641,T-shirt,5,2024-01-02,50219,322,USA,Clothing,Tops,251095
10950,S319,Headphones,1,2024-01-13,47736,616,Germany,Electronics,Accessories,47736
10951,S463,Keyboard,1,2024-04-16,12052,488,Germany,Electronics,Accessories,12052
10952,S226,Trousers,1,2024-02-10,50099,577,India,Clothing,Bottoms,50099
10953,S670,Desk,3,2024-02-06,46385,839,India,Furniture,Office,139155
10954,S567,Coat,1,2024-02-06,25417,714,UK,Clothing,Outerwear,25417
10955,S975,Bed,5,2024-02-07,26891,538,USA,Furniture,Bedroom,134455
10956,S603,Sandals,2,2024-03-27,1037,788,India,Clothing,Footwear,2074
10957,S510,Microwave,1,2024-02-20,9595,811,Canada,Electronics,Appliances,9595
10958,S305,Jeans,3,2024-02-13,13247,709,Germany,Clothing,Bottoms,39741
10959,S830,Trousers,4,2024-04-07,18452,884,Canada,Clothing,Bottoms,73808
10960,S717,DiningChair,3,2024-03-26,31383,514,Germany,Furniture,Dining,94149
10961,S356,DiningTable,4,2024-01-16,7280,601,Germany,Furniture,Dining,29120
10962,S950,Jeans,1,2024-01-07,48552,169,Germany,Clothing,Bottoms,48552
10963,S434,Sofa,4,2024-03-27,39822,256,UK,Furniture,LivingRoom,159288
10964,S911,Sofa,5,2024-03-04,50503,577,USA,Furniture,LivingRoom,252515
10965,S451,Refrigerator,5,2024-03-10,17348,928,Canada,Electronics,Appliances,86740
10966,S221,Sofa,4,2024-04-27,57879,492,Germany,Furniture,LivingRoom,231516
10967,S281,Refrigerator,4,2024-01-05,2558,670,UK,Electronics,Appliances,10232
10968,S832,Desk,4,2024-02-09,9013,498,Germany,Furniture,Office,36052
10969,S260,Sandals,4,2024-04-19,37047,618,India,Clothing,Footwear,148188
10970,S792,Speaker,5,2024-03-19,24959,461,UK,Electronics,Entertainment,124795
10971,S957,Laptop,5,2024-01-17,3156,475,UK,Electronics,Computers,15780
10972,S453,CoffeeTable,4,2024-02-24,6579,465,Germany,Furniture,LivingRoom,26316
10973,S419,Laptop,2,2024-03-23,15576,706,India,Electronics,Computers,31152
10974,S120,CoffeeTable,1,2024-01-22,22324,651,UK,Furniture,LivingRoom,22324
10975,S531,Sandals,5,2024-04-25,33935,373,India,Clothing,Footwear,169675
10976,S499,Bed,3,2024-03-14,24955,430,Canada,Furniture,Bedroom,74865
10977,S614,Shoes,2,2024-03-04,22217,930,UK,Clothing,Footwear,44434
10978,S750,Coat,4,2024-03-04,13422,967,India,Clothing,Outerwear,53688
10979,S687,Desk,3,2024-02-08,3315,511,USA,Furniture,Office,9945
10980,S168,Sofa,5,2024-02-04,22275,680,Canada,Furniture,LivingRoom,111375
10981,S767,Microwave,3,2024-01-10,52343,943,UK,Electronics,Appliances,157029
10982,S524,DiningChair,5,2024-01-26,20735,511,UK,Furniture,Dining,103675
10983,S628,Bed,1,2024-03-31,41346,983,USA,Furniture,Bedroom,41346
10984,S753,Bed,4,2024-04-29,17759,645,Canada,Furniture,Bedroom,71036
10985,S346,Laptop,3,2024-01-19,30509,254,UK,Electronics,Computers,91527
10986,S966,Refrigerator,1,2024-01-27,41745,522,UK,Electronics,Appliances,41745
10987,S344,Keyboard,5,2024-02-21,15675,216,USA,Electronics,Accessories,78375
10988,S673,T-shirt,3,2024-03-03,30619,546,Germany,Clothing,Tops,91857
10989,S129,Sofa,2,2024-01-18,18072,364,UK,Furniture,LivingRoom,36144
10990,S156,Chair,4,2024-01-03,51464,980,India,Furniture,Office,205856
10991,S787,TV,4,2024-02-16,58970,773,India,Electronics,Entertainment,235880
10992,S612,Mouse,1,2024-04-04,37619,223,Canada,Electronics,Accessories,37619
10993,S225,DiningChair,1,2024-03-17,15802,891,UK,Furniture,Dining,15802
10994,S209,Microwave,4,2024-01-19,14487,279,USA,Electronics,Appliances,57948
10995,S157,Refrigerator,3,2024-03-16,56751,602,Canada,Electronics,Appliances,170253
10996,S799,Desktop,5,2024-03-01,27972,352,UK,Electronics,Computers,139860
10997,S121,Coat,3,2024-02-09,54029,760,Canada,Clothing,Outerwear,162087
10998,S493,Hoodie,2,2024-03-11,16779,416,UK,Clothing,Tops,33558
10999,S502,Sofa,4,2024-01-02,25658,361,UK,Furniture,LivingRoom,102632
11000,S264,Trousers,2,2024-04-23,56522,549,UK,Clothing,Bottoms,113044
11001,S942,Bed,3,2024-01-11,56983,898,Germany,Furniture,Bedroom,170949
11002,S939,Refrigerator,4,2024-04-27,57659,202,USA,Electronics,Appliances,230636
11003,S846,DiningTable,3,2024-03-18,27782,932,Canada,Furniture,Dining,83346
11004,S756,DiningChair,1,2024-01-07,50136,756,USA,Furniture,Dining,50136
