State (India Ev Ice Adoption Large.Csv),Charging Stations (India Ev Ice Adoption Large.Csv),Ev Vehicle Registrations (India Ev Ice Adoption Large.Csv)
Odisha,103,22351
Odisha,303,16828
Odisha,667,17716
Odisha,852,8545
Odisha,954,7019
Odisha,84,22022
Odisha,448,28661
Odisha,600,7681
Odisha,223,5358
Odisha,437,17408
Odisha,58,12484
Odisha,560,16504
Odisha,797,1788
Odisha,734,2154
Odisha,786,4051
Odisha,103,18022
Odisha,312,4913
Odisha,310,7701
Odisha,319,912
Punjab,1071,16912
Punjab,258,35655
Punjab,305,6243
Punjab,771,0
Punjab,789,22540
Punjab,245,7966
Punjab,839,0
Punjab,578,19299
Punjab,548,2775
Punjab,809,11672
Punjab,787,8683
Punjab,858,32255
Punjab,568,2055
Punjab,323,14482
Punjab,643,5087
Punjab,95,33332
Punjab,246,11530
Punjab,659,8073
Punjab,36,12896
Punjab,179,13062
Punjab,479,13046
Punjab,587,0
Punjab,167,34039
Punjab,473,0
Punjab,612,19705
Punjab,440,622
Punjab,795,11789
Punjab,928,33329
Punjab,534,0
Punjab,673,30715
Punjab,456,0
Punjab,384,790
Punjab,445,12207
Punjab,732,586
Punjab,386,12297
Punjab,628,10190
Punjab,237,19762
Punjab,327,64036
Punjab,719,20031
Punjab,127,24856
Punjab,790,6424
Punjab,977,14358
Punjab,783,17628
Punjab,256,14382
Punjab,822,11320
Punjab,409,5551
Punjab,1001,0
Punjab,798,8241
Punjab,1012,0
Punjab,314,3262
Punjab,601,11023
Punjab,780,22478
Punjab,485,9219
Punjab,330,4772
Punjab,793,3657
Punjab,279,30763
Punjab,632,818
Rajasthan,554,21851
Rajasthan,125,6582
Rajasthan,230,3404
Rajasthan,1137,4894
Rajasthan,184,21307
Rajasthan,696,0
Rajasthan,275,5597
Rajasthan,428,6639
Rajasthan,301,3472
Rajasthan,145,8459
Rajasthan,756,14865
Rajasthan,600,8780
Rajasthan,391,4976
Rajasthan,812,13212
Rajasthan,403,16689
Rajasthan,1058,2067
Rajasthan,193,15
Rajasthan,773,18186
Rajasthan,783,15539
Rajasthan,534,27773
Rajasthan,660,25148
Rajasthan,542,7271
Rajasthan,511,7950
Rajasthan,492,23753
Rajasthan,651,27673
Rajasthan,790,17510
Rajasthan,1045,5755
Rajasthan,607,10167
Rajasthan,641,27406
Rajasthan,1179,8473
Rajasthan,617,4048
Rajasthan,743,14617
Rajasthan,533,2304
Rajasthan,606,7942
Rajasthan,523,4357
Rajasthan,264,0
Rajasthan,162,15859
Rajasthan,822,6966
Rajasthan,1057,1572
Rajasthan,312,16122
Rajasthan,13,17322
Rajasthan,16,13057
Rajasthan,37,12863
Rajasthan,455,4621
Rajasthan,812,2337
Rajasthan,238,0
Rajasthan,832,31717
Rajasthan,527,0
Rajasthan,1188,33568
Rajasthan,219,26017
Rajasthan,538,9163
Rajasthan,533,6619
Rajasthan,40,33584
Tamil Nadu,394,50651
Tamil Nadu,20,12622
Tamil Nadu,256,0
Tamil Nadu,170,9326
Tamil Nadu,490,0
Tamil Nadu,314,11820
Tamil Nadu,760,13914
Tamil Nadu,1089,13346
Tamil Nadu,241,6238
Tamil Nadu,456,6759
Tamil Nadu,10,14443
Tamil Nadu,706,11507
Tamil Nadu,844,9913
Tamil Nadu,602,21412
Tamil Nadu,332,4571
Tamil Nadu,411,4528
Tamil Nadu,42,16580
Tamil Nadu,330,3413
Tamil Nadu,242,9714
Tamil Nadu,517,13101
Tamil Nadu,649,10505
Tamil Nadu,541,4053
Tamil Nadu,484,12042
Tamil Nadu,654,5074
Tamil Nadu,479,12833
Tamil Nadu,785,25216
Tamil Nadu,39,0
Tamil Nadu,538,9369
Tamil Nadu,638,11266
Tamil Nadu,163,13773
Tamil Nadu,763,3314
Tamil Nadu,836,6817
Tamil Nadu,428,10996
Tamil Nadu,774,22318
Tamil Nadu,197,21777
Tamil Nadu,967,1569
Tamil Nadu,302,4994
Tamil Nadu,323,0
Tamil Nadu,696,8118
Tamil Nadu,558,5700
Tamil Nadu,415,20218
Tamil Nadu,397,10355
Tamil Nadu,593,17274
Tamil Nadu,107,20595
Tamil Nadu,281,16054
Tamil Nadu,619,11337
Tamil Nadu,629,33402
Tamil Nadu,541,9795
Tamil Nadu,836,0
Tamil Nadu,435,6665
Tamil Nadu,487,4784
Tamil Nadu,211,10429
Tamil Nadu,219,3997
Tamil Nadu,308,17440
Tamil Nadu,631,16150
Tamil Nadu,1090,12366
Tamil Nadu,574,23102
Tamil Nadu,402,18005
Tamil Nadu,542,4529
Tamil Nadu,818,23300
Tamil Nadu,157,9710
Tamil Nadu,653,4896
Tamil Nadu,378,6394
Telangana,521,12246
Telangana,217,45881
Telangana,228,4665
Telangana,493,18381
Telangana,732,11266
Telangana,240,9046
Telangana,10,25210
Telangana,231,16990
Telangana,721,5053
Telangana,10,12352
Telangana,643,16084
Telangana,344,12724
Telangana,530,7618
Telangana,448,0
Telangana,500,14501
Telangana,256,14659
Telangana,225,24357
Telangana,120,10901
Telangana,414,13540
Telangana,509,34679
Telangana,355,17698
Telangana,501,8488
Telangana,286,0
Telangana,901,10870
Telangana,916,1663
Telangana,539,1694
Telangana,548,10390
Telangana,161,6470
Telangana,291,8261
Telangana,702,10966
Telangana,428,23488
Telangana,1143,17287
Telangana,722,12960
Telangana,657,33016
Telangana,558,20577
Telangana,587,0
Telangana,704,42059
Telangana,600,21807
Telangana,472,8757
Telangana,710,18203
Telangana,300,27787
Telangana,706,52265
Telangana,261,13193
Telangana,451,36482
Telangana,487,4490
Telangana,674,24070
Telangana,273,6837
Telangana,875,9677
Uttar Pradesh,770,968
Uttar Pradesh,220,5247
Uttar Pradesh,672,9369
Uttar Pradesh,839,4508
Uttar Pradesh,544,19798
Uttar Pradesh,706,6626
Uttar Pradesh,355,9860
Uttar Pradesh,456,21401
Uttar Pradesh,457,24334
Uttar Pradesh,69,5861
Uttar Pradesh,879,2949
Uttar Pradesh,335,32340
Uttar Pradesh,421,11446
Uttar Pradesh,685,6116
Uttar Pradesh,683,37492
Uttar Pradesh,497,403
Uttar Pradesh,1082,18890
Uttar Pradesh,648,16807
Uttar Pradesh,427,2113
Uttar Pradesh,945,5190
Uttar Pradesh,58,3492
Uttar Pradesh,489,21084
Uttar Pradesh,510,12095
Uttar Pradesh,724,21981
Uttar Pradesh,62,13856
Uttar Pradesh,496,16423
Uttar Pradesh,418,0
Uttar Pradesh,171,14915
Uttar Pradesh,657,15653
Uttar Pradesh,392,23597
Uttar Pradesh,368,28136
Uttar Pradesh,297,6603
Uttar Pradesh,491,15594
Uttar Pradesh,315,15152
Uttar Pradesh,717,20699
Uttar Pradesh,644,23769
Uttar Pradesh,792,26198
Uttar Pradesh,133,24769
Uttar Pradesh,554,1947
Uttar Pradesh,73,6111
Uttar Pradesh,317,6305
Uttar Pradesh,559,4896
Uttar Pradesh,1122,3015
Uttar Pradesh,624,21370
Uttar Pradesh,447,2586
Uttar Pradesh,707,6529
West Bengal,408,26268
West Bengal,590,309
West Bengal,617,20502
West Bengal,88,23483
West Bengal,562,0
West Bengal,283,19246
West Bengal,199,10180
West Bengal,999,20658
West Bengal,628,23973
West Bengal,545,18219
West Bengal,486,24318
West Bengal,104,17071
West Bengal,990,4350
West Bengal,360,15808
West Bengal,679,21156
West Bengal,573,9593
West Bengal,170,14365
West Bengal,316,7772
West Bengal,672,5155
West Bengal,504,3722
West Bengal,210,19511
West Bengal,1334,3140
West Bengal,57,23825
West Bengal,150,4177
West Bengal,526,9749
West Bengal,957,23367
West Bengal,105,27123
West Bengal,983,12986
West Bengal,915,0
West Bengal,439,7922
West Bengal,1135,15019
West Bengal,595,3645
West Bengal,579,0
West Bengal,476,15008
West Bengal,574,14301
West Bengal,276,29566
West Bengal,656,13545
West Bengal,1049,7213
West Bengal,373,12449
West Bengal,429,1578
West Bengal,553,11597
West Bengal,775,8725
West Bengal,385,17486
West Bengal,849,10136
West Bengal,361,18505
West Bengal,966,17541
West Bengal,365,9070
West Bengal,272,1919
West Bengal,377,27471
West Bengal,740,42442
West Bengal,541,21079
Assam,241,8844
Assam,669,7739
Assam,632,15442
Assam,664,11903
Assam,715,2402
Assam,1056,7195
Assam,12,15700
Assam,677,12463
Assam,490,16666
Assam,400,7686
Assam,1212,60916
Assam,569,6291
Assam,537,21093
Assam,587,36134
Assam,228,2199
Assam,903,27838
Assam,470,15852
Assam,686,3943
Assam,452,14758
Assam,606,24600
Assam,25,12454
Assam,570,23635
Assam,494,14113
Assam,241,8506
Assam,544,20463
Assam,431,19604
Assam,212,13844
Assam,803,1917
Assam,479,8053
Assam,288,9349
Assam,443,899
Assam,808,7784
Assam,673,0
Assam,610,8684
Assam,835,2633
Assam,10,7440
Assam,86,19812
Assam,491,0
Assam,93,7884
Assam,979,28882
Assam,88,21094
Assam,702,1525
Assam,228,7932
Assam,251,3484
Assam,670,23271
Assam,271,2037
Assam,484,11158
Assam,716,25752
Assam,549,23153
Assam,521,0
Assam,581,15309
Assam,307,4588
Assam,116,1020
Assam,669,16756
Assam,254,11925
Assam,663,1686
Bihar,660,7513
Bihar,448,27416
Bihar,876,13965
Bihar,215,4443
Bihar,315,8993
Bihar,894,3004
Bihar,222,25033
Bihar,540,22636
Bihar,682,17963
Bihar,648,4840
Bihar,489,22907
Bihar,1091,5042
Bihar,10,15664
Bihar,623,2093
Bihar,549,18984
Bihar,662,19473
Bihar,308,12825
Bihar,133,39581
Bihar,513,24017
Bihar,595,20325
Bihar,31,2644
Bihar,94,25839
Bihar,735,4900
Bihar,261,29529
Bihar,766,9487
Bihar,619,22835
Bihar,233,38761
Bihar,759,13112
Bihar,602,7388
Bihar,548,5069
Bihar,502,15982
Bihar,919,8476
Bihar,605,31770
Bihar,535,13035
Bihar,685,0
Bihar,287,19614
Bihar,883,16135
Bihar,25,1591
Bihar,1006,10503
Bihar,445,19441
Chhattisgarh,655,15020
Chhattisgarh,505,17711
Chhattisgarh,326,18796
Chhattisgarh,888,5401
Chhattisgarh,92,25765
Chhattisgarh,652,10044
Chhattisgarh,265,7240
Chhattisgarh,659,3743
Chhattisgarh,664,0
Chhattisgarh,824,5028
Chhattisgarh,480,16503
Chhattisgarh,502,10807
Chhattisgarh,562,12762
Chhattisgarh,680,935
Chhattisgarh,785,0
Chhattisgarh,910,16537
Chhattisgarh,10,19428
Chhattisgarh,356,8186
Chhattisgarh,600,16336
Chhattisgarh,179,25686
Chhattisgarh,410,6949
Chhattisgarh,83,10246
Chhattisgarh,599,10786
Chhattisgarh,219,7040
Chhattisgarh,527,15599
Chhattisgarh,1086,15435
Chhattisgarh,514,3484
Chhattisgarh,422,9397
Chhattisgarh,312,2265
Chhattisgarh,310,0
Chhattisgarh,385,7425
Chhattisgarh,953,24546
Chhattisgarh,21,15003
Chhattisgarh,223,5641
Chhattisgarh,553,17137
Chhattisgarh,616,11137
Chhattisgarh,62,1635
Chhattisgarh,478,7367
Chhattisgarh,310,11430
Chhattisgarh,34,23798
Chhattisgarh,343,0
Chhattisgarh,526,15608
Chhattisgarh,353,1912
Chhattisgarh,726,41484
Chhattisgarh,502,7620
Chhattisgarh,808,15834
Chhattisgarh,568,14580
Chhattisgarh,350,1547
Chhattisgarh,294,5341
Chhattisgarh,811,19821
Delhi,699,10941
Delhi,592,17144
Delhi,99,297
Delhi,1040,9605
Delhi,339,15963
Delhi,829,12333
Delhi,709,10506
Delhi,206,11159
Delhi,532,21477
Delhi,87,15701
Delhi,218,8383
Delhi,679,27052
Delhi,798,7933
Delhi,247,13814
Delhi,764,26390
Delhi,769,13813
Delhi,789,7244
Delhi,561,19439
Delhi,64,12770
Delhi,361,17975
Delhi,250,11984
Delhi,179,34803
Delhi,759,23772
Delhi,273,15271
Delhi,764,1952
Delhi,10,13023
Delhi,595,10964
Delhi,1025,1558
Delhi,963,7234
Delhi,333,4948
Delhi,74,7155
Delhi,432,1391
Delhi,1240,1773
Delhi,158,12041
Delhi,566,10785
Delhi,528,26317
Delhi,174,17980
Gujarat,639,9011
Gujarat,188,24582
Gujarat,618,25838
Gujarat,72,6335
Gujarat,767,33558
Gujarat,650,6557
Gujarat,992,13386
Gujarat,70,1320
Gujarat,401,9047
Gujarat,758,6490
Gujarat,475,14830
Gujarat,347,9359
Gujarat,570,10256
Gujarat,78,4427
Gujarat,584,24410
Gujarat,371,8870
Gujarat,13,28809
Gujarat,749,12776
Gujarat,204,6545
Gujarat,414,10268
Gujarat,783,30235
Gujarat,497,5950
Gujarat,246,15844
Gujarat,148,18831
Gujarat,478,9994
Gujarat,651,15337
Gujarat,988,12271
Gujarat,592,15898
Gujarat,750,26825
Gujarat,127,12002
Gujarat,737,11770
Gujarat,550,4430
Gujarat,551,22774
Gujarat,77,15666
Gujarat,21,788
Gujarat,331,15064
Gujarat,853,26427
Gujarat,275,945
Gujarat,12,18684
Gujarat,500,29556
Gujarat,382,7377
Haryana,855,16802
Haryana,143,27787
Haryana,685,4930
Haryana,1063,0
Haryana,1063,12754
Haryana,546,4326
Haryana,284,14053
Haryana,605,15621
Haryana,745,38553
Haryana,637,21792
Haryana,729,13345
Haryana,61,2028
Haryana,747,889
Haryana,824,11935
Haryana,339,15287
Haryana,370,21821
Haryana,241,9481
Haryana,416,12949
Haryana,631,15793
Haryana,602,2954
Haryana,630,0
Haryana,1211,14766
Haryana,558,4377
Haryana,695,18461
Haryana,236,529
Haryana,538,16830
Haryana,655,14112
Haryana,561,21095
Haryana,332,7415
Haryana,354,12901
Haryana,612,4748
Haryana,404,0
Haryana,196,9477
Haryana,311,11271
Haryana,337,7337
Haryana,666,5551
Haryana,258,10435
Haryana,524,5634
Haryana,787,7380
Haryana,167,18459
Haryana,408,0
Haryana,95,31905
Haryana,140,8038
Haryana,626,28335
Haryana,443,3533
Haryana,195,2856
Haryana,381,0
Haryana,350,0
Haryana,708,5858
Haryana,169,16915
Haryana,550,7717
Haryana,640,0
Jharkhand,105,5854
Jharkhand,380,0
Jharkhand,416,0
Jharkhand,706,5373
Jharkhand,1259,7173
Jharkhand,911,26254
Jharkhand,424,1967
Jharkhand,527,1551
Jharkhand,53,10478
Jharkhand,444,2907
Jharkhand,685,20041
Jharkhand,990,0
Jharkhand,139,8274
Jharkhand,322,10060
Jharkhand,356,21983
Jharkhand,547,15260
Jharkhand,622,13832
Jharkhand,659,16417
Jharkhand,283,12879
Jharkhand,976,7501
Jharkhand,107,10433
Jharkhand,551,16641
Jharkhand,824,2237
Jharkhand,360,19930
Jharkhand,745,9549
Jharkhand,95,12840
Jharkhand,583,0
Jharkhand,371,8546
Jharkhand,374,21632
Jharkhand,40,1351
Jharkhand,579,20151
Jharkhand,121,18799
Jharkhand,152,21353
Jharkhand,15,7061
Jharkhand,130,5462
Jharkhand,1052,2164
Jharkhand,10,14763
Jharkhand,352,6228
Jharkhand,574,12252
Jharkhand,639,7834
Jharkhand,194,10865
Jharkhand,1239,17968
Jharkhand,275,14289
Jharkhand,37,15444
Karnataka,51,27971
Karnataka,871,14033
Karnataka,1260,9258
Karnataka,245,7094
Karnataka,267,47636
Karnataka,436,2811
Karnataka,835,38615
Karnataka,434,7867
Karnataka,809,0
Karnataka,448,12793
Karnataka,323,8707
Karnataka,680,12253
Karnataka,687,8366
Karnataka,958,17720
Karnataka,19,9104
Karnataka,519,37483
Karnataka,946,36217
Karnataka,336,13568
Karnataka,325,11625
Karnataka,34,23370
Karnataka,976,23020
Karnataka,340,9018
Karnataka,951,6913
Karnataka,1274,0
Karnataka,767,8939
Karnataka,599,5316
Karnataka,114,7974
Karnataka,215,4365
Karnataka,744,8256
Karnataka,236,13204
Karnataka,1066,10784
Karnataka,769,30735
Karnataka,249,11894
Karnataka,376,6310
Karnataka,944,16134
Karnataka,359,167
Karnataka,657,14535
Karnataka,896,6342
Karnataka,100,4850
Karnataka,188,0
Karnataka,726,19409
Karnataka,907,5231
Karnataka,633,18186
Karnataka,87,2146
Karnataka,208,17160
Karnataka,577,40431
Karnataka,443,4438
Karnataka,455,13698
Karnataka,806,10897
Karnataka,945,2701
Kerala,677,16061
Kerala,414,1213
Kerala,693,15316
Kerala,244,2447
Kerala,638,16233
Kerala,1013,15096
Kerala,135,13969
Kerala,469,4062
Kerala,672,13890
Kerala,687,15356
Kerala,380,14712
Kerala,456,4983
Kerala,431,9455
Kerala,361,10702
Kerala,36,7344
Kerala,286,9581
Kerala,411,0
Kerala,428,300
Kerala,313,30079
Kerala,483,5275
Kerala,594,9811
Kerala,811,7176
Kerala,416,0
Kerala,467,18181
Kerala,538,7052
Kerala,778,43645
Kerala,832,5169
Kerala,150,16869
Kerala,1039,0
Kerala,756,17776
Kerala,286,6533
Kerala,876,3333
Kerala,65,12944
Kerala,454,1816
Kerala,660,22559
Kerala,718,10545
Kerala,390,23394
Kerala,14,12243
Kerala,500,31013
Kerala,264,13458
Kerala,755,24058
Kerala,321,24833
Kerala,100,3479
Kerala,594,15419
Kerala,315,20781
Kerala,408,8405
Kerala,470,32526
Kerala,1237,32927
Kerala,237,20415
Kerala,668,11203
Kerala,583,29435
Madhya Pradesh,247,30273
Madhya Pradesh,87,17799
Madhya Pradesh,652,6252
Madhya Pradesh,1114,8818
Madhya Pradesh,679,4381
Madhya Pradesh,777,5666
Madhya Pradesh,487,7475
Madhya Pradesh,583,22947
Madhya Pradesh,665,4786
Madhya Pradesh,556,0
Madhya Pradesh,153,2394
Madhya Pradesh,710,12995
Madhya Pradesh,693,17783
Madhya Pradesh,419,5281
Madhya Pradesh,603,18596
Madhya Pradesh,745,31467
Madhya Pradesh,293,16344
Madhya Pradesh,452,9547
Madhya Pradesh,261,17862
Madhya Pradesh,178,8514
Madhya Pradesh,441,99
Madhya Pradesh,265,20536
Madhya Pradesh,546,18274
Madhya Pradesh,77,22863
Madhya Pradesh,215,12503
Madhya Pradesh,71,3701
Madhya Pradesh,337,20655
Madhya Pradesh,437,7368
Madhya Pradesh,648,1509
Madhya Pradesh,717,22391
Madhya Pradesh,423,0
Madhya Pradesh,852,19854
Madhya Pradesh,87,10384
Madhya Pradesh,873,14385
Madhya Pradesh,13,4381
Madhya Pradesh,115,3643
Madhya Pradesh,1034,17101
Madhya Pradesh,579,2440
Madhya Pradesh,646,4406
Madhya Pradesh,999,18363
Madhya Pradesh,478,6935
Jharkhand,309,6770
Jharkhand,403,1262
Jharkhand,576,0
Jharkhand,54,11296
Jharkhand,1180,8130
Jharkhand,101,3851
Jharkhand,303,14478
Jharkhand,902,0
Jharkhand,585,6740
Jharkhand,383,12135
Jharkhand,548,16487
Jharkhand,659,4037
Jharkhand,888,9259
Jharkhand,260,1674
Jharkhand,280,2911
Jharkhand,341,19233
Jharkhand,128,10475
Jharkhand,240,12672
Jharkhand,590,10216
Jharkhand,60,22977
Jharkhand,375,15854
Jharkhand,805,2219
Jharkhand,408,20917
Jharkhand,1364,23096
Karnataka,389,22309
Karnataka,176,3563
Karnataka,390,16345
Karnataka,266,28386
Karnataka,288,22141
Karnataka,23,30733
Karnataka,22,4968
Karnataka,873,16947
Karnataka,24,22901
Karnataka,342,22202
Karnataka,741,14190
Karnataka,266,6724
Karnataka,409,12905
Karnataka,786,13012
Karnataka,378,20490
Karnataka,310,9904
Karnataka,559,27746
Karnataka,1230,9326
Karnataka,798,0
Karnataka,801,8757
Karnataka,359,17087
Karnataka,702,465
Karnataka,419,18278
Karnataka,328,5288
Karnataka,57,5946
Karnataka,738,11884
Karnataka,529,10555
Karnataka,277,12163
Karnataka,958,14465
Karnataka,1128,9351
Karnataka,252,13602
Karnataka,827,11641
Karnataka,143,16851
Karnataka,376,29403
Karnataka,261,10702
Karnataka,575,3742
Karnataka,791,4708
Karnataka,130,5281
Karnataka,787,0
Karnataka,578,4908
Karnataka,38,4950
Karnataka,419,6793
Karnataka,242,19644
Karnataka,827,6107
Karnataka,199,2790
Karnataka,890,25667
Karnataka,695,12937
Karnataka,409,12191
Karnataka,762,5938
Karnataka,266,31887
Karnataka,1118,10670
Karnataka,210,3551
Karnataka,310,14630
Kerala,215,2298
Kerala,254,6526
Kerala,418,2791
Kerala,350,12586
Kerala,235,17551
Kerala,794,5681
Kerala,352,18278
Kerala,390,0
Kerala,45,1041
Kerala,866,10143
Kerala,597,18479
Kerala,966,0
Kerala,657,11561
Kerala,1212,8447
Kerala,522,6452
Kerala,889,7473
Kerala,466,4565
Kerala,574,11462
Kerala,481,17803
Kerala,630,0
Kerala,600,3307
Kerala,372,33949
Kerala,334,6234
Kerala,343,9896
Kerala,832,3481
Kerala,805,9121
Kerala,414,30573
Kerala,196,0
Kerala,717,18031
Kerala,483,743
Kerala,1170,13570
Kerala,112,14411
Kerala,225,27033
Kerala,224,12384
Kerala,559,14907
Kerala,986,13932
Kerala,277,5254
Kerala,519,16384
Kerala,479,15137
Kerala,546,21795
Kerala,532,6391
Kerala,115,17657
Kerala,243,18733
Kerala,291,1081
Kerala,101,0
Kerala,349,21312
Kerala,871,24093
Bihar,756,0
Bihar,537,16132
Bihar,591,11394
Bihar,877,22031
Bihar,401,9213
Bihar,474,25535
Bihar,857,7414
Bihar,602,10882
Bihar,447,8018
Bihar,100,12888
Bihar,999,13365
Bihar,983,14680
Bihar,1223,5702
Bihar,461,25984
Bihar,495,11701
Bihar,539,3128
Bihar,239,9280
Bihar,477,12247
Bihar,692,20541
Bihar,145,13902
Bihar,284,2933
Bihar,318,11657
Bihar,446,9153
Bihar,1461,32282
Bihar,83,10148
Bihar,96,8883
Bihar,330,2322
Bihar,496,13810
Bihar,748,14455
Bihar,553,31269
Bihar,482,16817
Bihar,1035,0
Bihar,349,516
Bihar,543,10623
Bihar,770,1217
Bihar,694,7504
Bihar,765,0
Bihar,55,20893
Bihar,389,26278
Chhattisgarh,615,919
Chhattisgarh,1314,19788
Chhattisgarh,436,24967
Chhattisgarh,752,4182
Chhattisgarh,520,13618
Chhattisgarh,819,5649
Chhattisgarh,153,287
Chhattisgarh,190,9190
Chhattisgarh,494,7109
Chhattisgarh,1157,0
Chhattisgarh,643,26906
Chhattisgarh,907,19227
Chhattisgarh,563,8266
Chhattisgarh,457,10765
Chhattisgarh,1076,1801
Chhattisgarh,445,7218
Chhattisgarh,563,16605
Chhattisgarh,698,489
Chhattisgarh,676,19579
Chhattisgarh,435,52465
Chhattisgarh,762,8974
Chhattisgarh,1148,22011
Chhattisgarh,585,8983
Chhattisgarh,661,0
Chhattisgarh,1105,17151
Chhattisgarh,115,7917
Chhattisgarh,799,1709
Chhattisgarh,785,10086
Chhattisgarh,799,9765
Chhattisgarh,64,13546
Chhattisgarh,619,18751
Chhattisgarh,94,0
Chhattisgarh,833,5547
Chhattisgarh,952,6818
Chhattisgarh,87,2745
Chhattisgarh,215,0
Chhattisgarh,462,0
Chhattisgarh,511,8405
Chhattisgarh,441,19843
Chhattisgarh,837,4576
Chhattisgarh,771,7922
Chhattisgarh,538,21763
Chhattisgarh,528,22572
Chhattisgarh,28,0
Chhattisgarh,318,17518
Chhattisgarh,914,27144
Chhattisgarh,288,0
Chhattisgarh,590,4907
Chhattisgarh,308,13403
Chhattisgarh,200,19894
Chhattisgarh,323,22547
Chhattisgarh,473,906
Chhattisgarh,1312,10317
Chhattisgarh,356,4450
Chhattisgarh,820,2210
Chhattisgarh,716,16886
Delhi,477,18040
Delhi,745,15861
Delhi,121,6724
Delhi,574,11804
Delhi,512,13628
Delhi,912,4277
Delhi,554,14167
Delhi,583,5719
Delhi,248,32386
Delhi,477,14187
Delhi,594,0
Delhi,35,7520
Delhi,995,9461
Delhi,401,7196
Delhi,800,30801
Delhi,933,2573
Delhi,518,5753
Delhi,604,4047
Delhi,324,19147
Delhi,645,10575
Delhi,746,14146
Delhi,704,444
Delhi,187,15626
Delhi,591,21778
Delhi,828,0
Delhi,837,13560
Delhi,554,28590
Delhi,345,12364
Delhi,446,25315
Delhi,473,11875
Delhi,308,3553
Delhi,232,9836
Delhi,391,5456
Delhi,607,15778
Delhi,404,22806
Delhi,272,6357
Delhi,272,0
Delhi,81,14305
Gujarat,494,23731
Gujarat,387,21699
Gujarat,935,24236
Gujarat,190,0
Gujarat,1082,12967
Gujarat,10,27717
Gujarat,375,17191
Gujarat,840,11086
Gujarat,448,10866
Gujarat,253,5100
Gujarat,563,19107
Gujarat,602,2334
Gujarat,373,15393
Gujarat,298,8262
Gujarat,1343,9937
Gujarat,652,19653
Gujarat,142,9474
Gujarat,665,0
Gujarat,399,11814
Gujarat,452,1886
Gujarat,781,4876
Gujarat,1077,26160
Gujarat,241,25235
Gujarat,681,29470
Gujarat,714,12593
Gujarat,34,1383
Gujarat,738,5215
Gujarat,397,5247
Gujarat,543,6941
Gujarat,456,19617
Gujarat,1245,13163
Gujarat,471,18054
Gujarat,792,11376
Gujarat,80,6449
Gujarat,683,7342
Gujarat,597,30554
Gujarat,614,3859
Gujarat,655,5598
Gujarat,471,10860
Gujarat,261,10347
Gujarat,398,18524
Gujarat,374,0
Gujarat,268,9250
Gujarat,892,7645
Gujarat,399,1911
Gujarat,723,11597
Gujarat,372,1362
Gujarat,701,16084
Gujarat,414,16494
Gujarat,450,31793
Gujarat,764,8112
Gujarat,441,16230
Haryana,358,13324
Haryana,330,18541
Haryana,113,16081
Haryana,591,7874
Haryana,78,10407
Haryana,443,17586
Haryana,551,20984
Haryana,261,11141
Haryana,696,16821
Haryana,319,23802
Haryana,631,12540
Haryana,60,10502
Haryana,983,0
Haryana,395,30709
Haryana,429,1324
Haryana,665,31798
Haryana,177,22792
Haryana,213,14496
Haryana,864,16903
Haryana,761,9724
Haryana,864,18208
Haryana,460,7121
Haryana,144,10595
Haryana,624,8459
Haryana,755,16779
Haryana,153,13646
Haryana,513,25714
Haryana,134,0
Haryana,10,5586
Haryana,621,7657
Haryana,823,13388
Haryana,275,13797
Haryana,262,1927
Haryana,499,5143
Haryana,872,6574
Haryana,291,0
Haryana,550,64
Haryana,555,8806
Haryana,441,0
Haryana,681,24343
Haryana,657,4323
Haryana,327,6987
Haryana,466,1299
Haryana,601,1826
Jharkhand,548,15153
Jharkhand,328,3939
Jharkhand,832,24220
Jharkhand,806,18281
Jharkhand,607,10975
Jharkhand,47,15300
Jharkhand,422,0
Jharkhand,464,27595
Jharkhand,641,17967
Jharkhand,102,17432
Jharkhand,855,14234
Jharkhand,616,13914
Jharkhand,931,19417
Jharkhand,41,17311
Jharkhand,1107,7519
Jharkhand,404,0
Jharkhand,412,8335
Jharkhand,810,13128
Jharkhand,898,14305
Jharkhand,64,7859
Jharkhand,803,7972
Jharkhand,286,8965
Jharkhand,708,4725
Jharkhand,650,8884
Jharkhand,691,2795
Jharkhand,506,8838
Jharkhand,118,18062
Jharkhand,560,17354
Jharkhand,607,2375
Jharkhand,594,6815
Jharkhand,855,6812
Jharkhand,404,5425
Jharkhand,283,18572
Jharkhand,443,15255
Jharkhand,571,10554
Jharkhand,705,14952
Jharkhand,267,26841
Jharkhand,553,0
Jharkhand,20,24704
Jharkhand,331,14791
Jharkhand,521,11824
Jharkhand,424,8627
Jharkhand,796,8577
Jharkhand,868,20123
Jharkhand,572,24216
Jharkhand,869,31386
Jharkhand,599,6704
Jharkhand,795,13930
Jharkhand,862,16480
Jharkhand,598,8164
Jharkhand,340,10926
Jharkhand,612,12463
Jharkhand,689,25864
Jharkhand,365,0
Jharkhand,387,8306
Jharkhand,615,7443
Jharkhand,75,15651
Jharkhand,741,6467
Karnataka,685,17117
Karnataka,690,26115
Karnataka,544,9292
Karnataka,200,31418
Karnataka,791,3644
Karnataka,507,13730
Karnataka,81,29717
Karnataka,630,20835
Karnataka,302,7515
Karnataka,470,274
Karnataka,455,8203
Karnataka,397,17882
Karnataka,842,20441
Karnataka,26,0
Karnataka,25,14489
Karnataka,89,7210
Karnataka,893,6155
Karnataka,399,43096
Karnataka,558,11049
